frame.number,frame.time_relative,ip.src,ip.dst,udp.length,udp.srcport,udp.dstport,dns.flags.response,dns.flags.rcode,dns.qry.name,dns.qry.name.len,dns.count.labels,dns.qry.type,dns.qry.class,dns.count.queries,dns.count.answers,dns.count.auth_rr,dns.count.add_rr,dns.resp.name,dns.resp.len,dns.resp.ttl
92,37.409733000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.3a68017c0f72c5be573a0b009d7525221d,41,2,15,0x00000001,1,0,0,0,,,
93,37.410304000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.3a68017c0f72c5be573a0b009d7525221d,41,2,15,0x00000001,1,1,0,0,dnscat.3a68017c0f72c5be573a0b009d7525221d,45,60
94,37.564226000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.7f32016b8cc83577898856000796ac45b5,41,2,5,0x00000001,1,0,0,0,,,
95,37.564768000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.7f32016b8cc83577898856000796ac45b5,41,2,5,0x00000001,1,1,0,0,dnscat.7f32016b8cc83577898856000796ac45b5,43,60
96,38.511938000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.2e1e017c0f245ed05e977d009eced3cc6c,41,2,16,0x00000001,1,0,0,0,,,
97,38.512477000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.2e1e017c0f245ed05e977d009eced3cc6c,41,2,16,0x00000001,1,1,0,0,dnscat.2e1e017c0f245ed05e977d009eced3cc6c,35,60
98,38.663887000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.1288016b8c5611d838643d0008c0f3d13f,41,2,16,0x00000001,1,0,0,0,,,
99,38.664385000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.1288016b8c5611d838643d0008c0f3d13f,41,2,16,0x00000001,1,1,0,0,dnscat.1288016b8c5611d838643d0008c0f3d13f,35,60
102,39.612535000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.1763017c0f07aa9cdd806f009f3c8c3a8d,41,2,5,0x00000001,1,0,0,0,,,
103,39.613224000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.1763017c0f07aa9cdd806f009f3c8c3a8d,41,2,5,0x00000001,1,1,0,0,dnscat.1763017c0f07aa9cdd806f009f3c8c3a8d,43,60
104,39.756024000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.6d5e016b8cf31aa223ef8000098787225f,41,2,16,0x00000001,1,0,0,0,,,
105,39.756587000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.6d5e016b8cf31aa223ef8000098787225f,41,2,16,0x00000001,1,1,0,0,dnscat.6d5e016b8cf31aa223ef8000098787225f,35,60
106,40.704155000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.72fe017c0f2bcac3d3573400a0dd401716,41,2,15,0x00000001,1,0,0,0,,,
107,40.704667000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.72fe017c0f2bcac3d3573400a0dd401716,41,2,15,0x00000001,1,1,0,0,dnscat.72fe017c0f2bcac3d3573400a0dd401716,45,60
108,40.848163000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.6ccd016b8c54df5796358a000aef7af136,41,2,15,0x00000001,1,0,0,0,,,
109,40.848785000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.6ccd016b8c54df5796358a000aef7af136,41,2,15,0x00000001,1,1,0,0,dnscat.6ccd016b8c54df5796358a000aef7af136,45,60
110,41.795307000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.4629017c0f76bd254b4ee100a1f7c368d4,41,2,16,0x00000001,1,0,0,0,,,
111,41.795948000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.4629017c0f76bd254b4ee100a1f7c368d4,41,2,16,0x00000001,1,1,0,0,dnscat.4629017c0f76bd254b4ee100a1f7c368d4,35,60
112,41.938467000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.388b016b8cc1a526238cfe000b784c4c4e,41,2,15,0x00000001,1,0,0,0,,,
113,41.939009000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.388b016b8cc1a526238cfe000b784c4c4e,41,2,15,0x00000001,1,1,0,0,dnscat.388b016b8cc1a526238cfe000b784c4c4e,45,60
114,42.904135000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.03d4017c0fc8bc307238f800a2c11c2641,41,2,5,0x00000001,1,0,0,0,,,
115,42.904719000,172.16.249.68,110.185.233.150,122,53,57251,1,0,dnscat.03d4017c0fc8bc307238f800a2c11c2641,41,2,5,0x00000001,1,1,0,0,dnscat.03d4017c0fc8bc307238f800a2c11c2641,43,60
116,43.047118000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.0fb5016b8cd46df68ee550000cb4ba16a5,41,2,16,0x00000001,1,0,0,0,,,
117,43.047640000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.0fb5016b8cd46df68ee550000cb4ba16a5,41,2,16,0x00000001,1,1,0,0,dnscat.0fb5016b8cd46df68ee550000cb4ba16a5,35,60
118,43.995726000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.0887017c0f0d3b361f104b00a3ee24bc85,41,2,16,0x00000001,1,0,0,0,,,
119,43.996252000,172.16.249.68,110.185.233.150,114,53,57251,1,0,dnscat.0887017c0f0d3b361f104b00a3ee24bc85,41,2,16,0x00000001,1,1,0,0,dnscat.0887017c0f0d3b361f104b00a3ee24bc85,35,60
120,44.138750000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.0e27016b8c4389188b9e61000d7dabf2d7,41,2,15,0x00000001,1,0,0,0,,,
121,44.139316000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.0e27016b8c4389188b9e61000d7dabf2d7,41,2,15,0x00000001,1,1,0,0,dnscat.0e27016b8c4389188b9e61000d7dabf2d7,45,60
122,45.094402000,110.185.233.150,172.16.249.68,67,57251,53,0,,dnscat.2a27017c0fc074fe27c84000a42ff31f93,41,2,15,0x00000001,1,0,0,0,,,
123,45.095049000,172.16.249.68,110.185.233.150,124,53,57251,1,0,dnscat.2a27017c0fc074fe27c84000a42ff31f93,41,2,15,0x00000001,1,1,0,0,dnscat.2a27017c0fc074fe27c84000a42ff31f93,45,60
